Sessao;Data;Hora Inicio;Hora Fim;Fase Alcancada;Nivel Alcancado;Qt Acertos sem Ajuda;Qt Erros;Qt Acertos com Ajuda;Qt Ajudas;Qt Omissoes;Qt Colisoes
0;31/03/2025;21:42:29;21:43:39;1;2;2;1;0;0;0;0
